public_unit_id,family,seed,control_type,edited_object,delta_vx,delta_vy,M1,joint_pass,anchor_rmse,k1_rmse,t19_rmse
joint-cd5d57fb2d2fc404ed88,M2,291501,sham,1,0.0660007618367672,-0.1320015236735344,0.34887696202421387,true,0.05077720877549776,0.053524136344652355,0.1634250248912003
joint-c73f7954cc710bf9d63c,M2,291501,sham,0,-0.1320015236735344,0.1320015236735344,0.38229562934822864,true,0.07108086621825595,0.07434153410838865,0.32399070389385703
joint-8c80649d97868318c9fe,M2,291501,sham,1,-0.0660007618367672,0.1320015236735344,0.38490626885294427,true,0.05505510780342932,0.05778673468311328,0.1737757267960623
joint-e8ffd69e58705acdb563,M2,291501,sham,0,-0.1320015236735344,-0.1320015236735344,0.3428049446509248,true,0.06480621302820265,0.06749141482677336,0.24719446483396168
joint-2474a6ed6bbe4f7e1b97,M2,291501,sham,1,-0.0660007618367672,-0.0660007618367672,0.22295590489630346,true,0.04074052957130124,0.043931255142121095,0.168135370727515
joint-1b6c644185589ebc48c8,M2,291501,sham,1,-0.1320015236735344,0.1320015236735344,0.4002700757646147,false,0.06759458775535274,0.07064443489596636,0.21115090808948334
joint-efe7c8a0a11bb35094e0,M2,291501,sham,0,-0.1320015236735344,0.0660007618367672,0.3689478184366889,true,0.05832209558670622,0.061740418758895486,0.2791404165627284
joint-9ea456682d298ae62b43,M2,291501,sham,0,0.1320015236735344,0.1320015236735344,0.35342396304274165,false,0.07206166410116092,0.07218721471576253,0.2859874825873338
joint-7d924a87e8568d82b71b,M2,291501,sham,1,-0.0660007618367672,-0.1320015236735344,0.3901307086649935,false,0.052317345838333106,0.05429183089256388,0.16529220460330263
joint-f012efad790d4bcb5275,M2,291501,sham,1,0.0660007618367672,-0.1320015236735344,0.3032429801440006,true,0.045712942799284485,0.04927328286528557,0.18458745219495923
joint-99a2122f162a74088f58,M2,291501,sham,0,0.1320015236735344,0.0660007618367672,0.3491855349269855,true,0.05708833549801849,0.05858072376930187,0.17688788592712673
joint-ce884c4d333127e8b6dc,M2,291501,sham,0,0.1320015236735344,-0.1320015236735344,0.36865155910824027,true,0.07028649371260158,0.07218487493665939,0.21903723827933624
joint-50af49320c1511a0d6c6,M2,291501,sham,1,0.1320015236735344,0.1320015236735344,0.40068653502790486,true,0.07200985381340656,0.07313920266548216,0.29942327214550624
joint-4664e26abb95085a572a,M2,291501,sham,1,-0.1320015236735344,-0.1320015236735344,0.3492003009962324,true,0.060436507955974064,0.06484961780194987,0.2802524137091696
joint-79aa8ba0c5489ddf2497,M2,291501,sham,1,0.0660007618367672,0.0660007618367672,0.19517571978557716,true,0.04013504007506293,0.04284103485533575,0.1611751838776926
joint-d987f2e8f59153959f0b,M2,291501,sham,0,0.0660007618367672,-0.0660007618367672,0.18286182709072543,true,0.03816533985457944,0.03809070756292997,0.13771708866804097
joint-cb8130fb1c35fd8e7b18,M2,291501,sham,0,0.1320015236735344,0.1320015236735344,0.3502056172406643,true,0.06600419589990607,0.06888961690282865,0.20891298228918254
joint-d18a1d26ca0c2d035ee3,M2,291501,sham,1,-0.0660007618367672,0.0660007618367672,0.21681209640484808,true,0.03886852926594704,0.039819350741373515,0.15925203702833374
joint-da2f34f1c087e97b1afb,M2,291501,sham,0,-0.0660007618367672,0.0660007618367672,0.20564827818704542,true,0.03669645279871723,0.03989530102835554,0.1206912273230657
joint-d61e8bcf8b85f15c898a,M2,291501,sham,1,-0.0660007618367672,-0.0660007618367672,0.1733550056694937,true,0.03251140549855675,0.03285390355905148,0.10154627549609851
joint-4de8fb543630717fe750,M2,291501,sham,1,0.0660007618367672,0.1320015236735344,0.3701120949216022,true,0.0517706955504032,0.05279453626283288,0.1603519345213369
joint-dc3cf8ce3539277e0726,M2,291501,sham,0,-0.0660007618367672,-0.1320015236735344,0.31952837849482685,true,0.05350050133241869,0.05646294696083408,0.2711914149154502
joint-afc74f4446a723051311,M2,291501,sham,0,0.1320015236735344,0.0660007618367672,0.34036390755054485,true,0.056844903607719495,0.05729524154079961,0.1926548194726245
joint-b8e91cf056a2850aa06d,M2,291501,sham,1,0.1320015236735344,0.1320015236735344,0.41763484449861554,true,0.0694250135771512,0.06850555822645782,0.296991701262471
joint-1f313d8436034e3c8a2f,M2,291501,sham,0,0.0660007618367672,-0.0660007618367672,0.17322317029785014,true,0.035473477158524544,0.03447133599000797,0.10296433899214616
joint-86283058a19cd7794f47,M2,291501,sham,1,-0.1320015236735344,0.1320015236735344,0.313505785769261,true,0.060461767538499064,0.06277306002797833,0.2851062190607691
joint-a5ed81533299a3f553ae,M2,291501,sham,1,0.0660007618367672,0.1320015236735344,0.4255901742837639,false,0.05919228463111335,0.06109237996159734,0.18174371519555305
joint-1b3125f558c72b1ea5e4,M2,291501,sham,1,-0.0660007618367672,0.1320015236735344,0.32072389936653306,true,0.04696934903652263,0.04746705813563126,0.1508151686636718
joint-3dcb938aa6f788013529,M2,291501,sham,0,-0.0660007618367672,-0.0660007618367672,0.13797662902102684,true,0.0340860558957156,0.03509858937317831,0.12614347436312615
joint-f3d0c584cd58125ec9bd,M2,291501,sham,0,-0.0660007618367672,-0.1320015236735344,0.3246151153134525,true,0.053158683868573614,0.05579137066218757,0.1952764096877271
joint-a4fe2bd135f56d3a3b4d,M2,291501,sham,0,-0.1320015236735344,-0.0660007618367672,0.3709494404443834,true,0.06440074820425802,0.062318005583670795,0.2058900048736995
joint-baf9ad5b2a0e2663433b,M2,291501,sham,0,0.1320015236735344,0.1320015236735344,0.3795094407143496,true,0.07038048319008719,0.07007331972416057,0.32393010525310145
joint-63dd4abeb6e1325c7806,M2,291501,sham,0,-0.1320015236735344,0.1320015236735344,0.3585364259207269,true,0.06818121935122039,0.07173848407585516,0.22193616879344205
joint-89a8114aac92bfca40db,M2,291501,sham,0,0.0660007618367672,0.1320015236735344,0.3487412386325413,true,0.06098395491838435,0.05824485568173392,0.2153083225155155
joint-fdd9add87d3e0887f0db,M2,291501,sham,0,-0.0660007618367672,-0.0660007618367672,0.20620473849723336,true,0.03421758251195188,0.03365395675873761,0.10243750152347687
joint-8deb233befdaaa44244e,M2,291501,sham,0,-0.0660007618367672,-0.1320015236735344,0.38147899309552724,true,0.057589078191779865,0.06147889799883113,0.29661135835558033
joint-750a25537e1c577ecb17,M2,291501,sham,0,0.1320015236735344,0.0660007618367672,0.343542302444933,true,0.05472733086340752,0.05782564057532998,0.2614492025268865
joint-d20c3c92116f8fce3c1e,M2,291501,sham,0,-0.1320015236735344,-0.0660007618367672,0.35306940800205266,true,0.056786475549870936,0.056972307259170955,0.2769534456358147
joint-83912571774477870e69,M2,291501,sham,0,0.1320015236735344,-0.0660007618367672,0.3033003979772586,true,0.05155832608913081,0.05336888949479829,0.16240982339023477
joint-0b091357d2bc89169b82,M2,291501,sham,0,0.1320015236735344,-0.1320015236735344,0.372292428378374,false,0.07546718772334056,0.07800752717608321,0.3023715356668021
joint-79a2726c7c85c127d89d,M2,291501,sham,0,-0.1320015236735344,-0.1320015236735344,0.40379017066409373,true,0.07227197773563926,0.07305985479780572,0.3005096406577436
joint-ff0e8b614b34aecce4b3,M2,291501,sham,1,0.0660007618367672,0.1320015236735344,0.308923234619721,true,0.048999081351443256,0.049561572624358154,0.17141513066487607
joint-a6e0056491e5774f3780,M2,291501,sham,0,0.0660007618367672,-0.1320015236735344,0.4135639555591003,true,0.06901001079773071,0.06800998499623999,0.2184181284959002
