model_id,unit_id,stratum,route,metric_m1_x,metric_m1_y,metric_m2,metric_m3,metric_m4,metric_m5,paired_anchor_error,paired_future_error,unit_pass,autonomous_transition_count
development_model_1,joint_unit_0062,S1_no_contact,addressable_affine_composed,0.0449811221868494,0.054882456842118274,0.1337971071916241,0.0514000232540189,0.04242922839828944,1.6578873619437218,0.054882456842118274,0.0514000232540189,true,12
development_model_1,joint_unit_0063,S1_no_contact,addressable_affine_composed,0.17999197532152336,0.07740455077157825,0.2447354489661952,0.1781092594991781,0.042480875013221536,1.1817188002169132,0.17999197532152336,0.1781092594991781,true,12
development_model_1,joint_unit_0066,S1_no_contact,addressable_affine_composed,0.010036514676750364,0.009444648289446928,0.05857414494531769,0.037917319557400984,0.03239758281138263,0.5263383965939283,0.010036514676750364,0.037917319557400984,true,12
development_model_1,joint_unit_0068,S1_no_contact,addressable_affine_composed,0.08926323638407427,0.02334497067953627,0.16933020281873878,0.06511412010678373,0.04348484752353813,1.8896130844950676,0.08926323638407427,0.06511412010678373,true,12
development_model_1,joint_unit_0072,S1_no_contact,addressable_affine_composed,0.07254052924501145,0.05008992785190595,0.11923717825926063,0.1337966302046438,0.019474408404022217,1.3429257087409496,0.07254052924501145,0.1337966302046438,true,12
development_model_1,joint_unit_0073,S1_no_contact,addressable_affine_composed,0.028005608530517527,0.0027996709155469523,0.08988381827535626,0.07865636349566356,0.08029785151808103,4.587864875793457,0.028005608530517527,0.07865636349566356,true,12
development_model_1,joint_unit_0074,S1_no_contact,addressable_affine_composed,0.042197955676306034,0.06856267751210707,0.16120179159534356,0.04068272547916246,0.0511612041909075,0.8473998866975307,0.06856267751210707,0.04068272547916246,true,12
development_model_1,joint_unit_0075,S1_no_contact,addressable_affine_composed,0.038728816789734416,0.033343849091457406,0.05211462841701657,0.05910357807892314,0.05341171983476278,3.7414174526929855,0.038728816789734416,0.05910357807892314,true,12
development_model_1,joint_unit_0077,S1_no_contact,addressable_affine_composed,0.1465335640375003,0.10510066284055027,0.2043628410407898,0.12748061811129047,0.021664851874318825,0.6398915778845549,0.1465335640375003,0.12748061811129047,true,12
development_model_1,joint_unit_0078,S1_no_contact,addressable_affine_composed,0.05658463588214196,0.011297134350987304,0.06826792007781783,0.07211894953920554,0.028919324412665585,1.57704409211874,0.05658463588214196,0.07211894953920554,true,12
development_model_1,joint_unit_0079,S1_no_contact,addressable_affine_composed,0.03748899792258016,0.06163928603078448,0.08565776218289567,0.061018145295575726,0.022757399849504808,1.5610513277351856,0.06163928603078448,0.061018145295575726,true,12
development_model_1,joint_unit_0082,S1_no_contact,addressable_affine_composed,0.1379892841417903,0.0757460807105549,0.162177858478353,0.12169783629803183,0.041174442822727135,2.4353930726647377,0.1379892841417903,0.12169783629803183,true,12
development_model_1,joint_unit_0083,S1_no_contact,addressable_affine_composed,0.12489963515291215,0.11080551276419316,0.2403859777219569,0.10877068214153501,0.05545686045202843,1.8465762957930565,0.12489963515291215,0.10877068214153501,true,12
development_model_1,joint_unit_0085,S1_no_contact,addressable_affine_composed,0.028618691988829676,0.03348059618302761,0.07466152869141006,0.05370456583083134,0.05068689948979645,1.8120711669325829,0.03348059618302761,0.05370456583083134,true,12
development_model_1,joint_unit_0088,S1_no_contact,addressable_affine_composed,0.002207373866139479,0.003753860760581469,0.06584466136452338,0.03308957247765275,0.04873056881079693,0.6656880956143141,0.003753860760581469,0.03308957247765275,true,12
development_model_1,joint_unit_0090,S1_no_contact,addressable_affine_composed,0.05974244565713858,0.09195629627005998,0.09663083649344488,0.08714637014847681,0.022012394242855764,0.7833968847990036,0.09195629627005998,0.08714637014847681,true,12
development_model_1,joint_unit_0091,S1_no_contact,addressable_affine_composed,0.06676039377793302,0.036304276425817426,0.0669778390061047,0.039282676947665886,0.028416315055574886,3.2479051500558853,0.06676039377793302,0.039282676947665886,true,12
development_model_1,joint_unit_0092,S1_no_contact,addressable_affine_composed,0.11022667799945868,0.051129191940547554,0.132058771698439,0.10707033391544489,0.02307887072446927,1.2244145385921001,0.11022667799945868,0.10707033391544489,true,12
development_model_1,joint_unit_0095,S1_no_contact,addressable_affine_composed,0.0972481660114072,0.05562905190987785,0.13438381784297646,0.07486604201800665,0.0622817440378834,2.257947064936161,0.0972481660114072,0.07486604201800665,true,12
development_model_1,joint_unit_0096,S1_no_contact,addressable_affine_composed,0.0941876510403025,0.015117224530679462,0.16334992247639527,0.04964334597720091,0.05080220231172063,1.9907046109437943,0.0941876510403025,0.04964334597720091,true,12
development_model_1,joint_unit_0098,S1_no_contact,addressable_affine_composed,0.08664198625727132,0.0903442290143268,0.1608947617450728,0.19430648028369102,0.03616703246894675,2.8172876685857773,0.0903442290143268,0.19430648028369102,true,12
development_model_1,joint_unit_0101,S1_no_contact,addressable_affine_composed,0.11852572987999307,0.0921756621057181,0.18581099832615255,0.13796525481378716,0.02598417119082285,2.266804315149784,0.11852572987999307,0.13796525481378716,true,12
development_model_1,joint_unit_0103,S1_no_contact,addressable_affine_composed,0.07794717094157674,0.10346870882538683,0.20280097836791533,0.052689803063800104,0.05495689629017708,0.785574410110712,0.10346870882538683,0.052689803063800104,true,12
development_model_1,joint_unit_0106,S1_no_contact,addressable_affine_composed,0.1769988496876537,0.15773562718262268,0.25956479105891356,0.16255217045270598,0.027836865174849856,0.8238100446760654,0.1769988496876537,0.16255217045270598,true,12
development_model_1,joint_unit_0109,S1_no_contact,addressable_affine_composed,0.10835369962604456,0.030806135624378714,0.11645809515187955,0.10129443764450274,0.021780025103325933,6.206643208861351,0.10835369962604456,0.10129443764450274,true,12
development_model_1,joint_unit_0110,S1_no_contact,addressable_affine_composed,0.14256244446848856,0.0466423252889251,0.18192874336712464,0.07921643557278069,0.06943650133916074,3.835274651646614,0.14256244446848856,0.07921643557278069,true,12
development_model_1,joint_unit_0113,S1_no_contact,addressable_affine_composed,0.025529861545092458,0.03696402345965455,0.08991438545906467,0.060324413071929824,0.04948586194992397,1.465133111923933,0.03696402345965455,0.060324413071929824,true,12
development_model_1,joint_unit_0114,S1_no_contact,addressable_affine_composed,0.10164523626555234,0.061731880124601644,0.15631201244552,0.08586413696743793,0.015942479742309706,3.836393356323242,0.10164523626555234,0.08586413696743793,true,12
development_model_1,joint_unit_0115,S1_no_contact,addressable_affine_composed,0.20972320218569132,0.08082883188386063,0.34759514036448025,0.12496741156342381,0.04779859573800178,3.7267662584781647,0.20972320218569132,0.12496741156342381,true,12
