public_unit_id,family,seed,route,edited_object,delta_vx,delta_vy,M1,joint_pass,anchor_rmse,k1_rmse,t19_rmse
joint-530af393a720d348afb0,M1,291302,single_only_addressable,1,0.0660007618367672,0.0660007618367672,0.04427630858607706,true,0.02089002950649669,0.01868809319634453,0.04464462233918117
joint-66b0d86cfbc4d904308f,M1,291302,single_only_addressable,0,-0.0660007618367672,0.0660007618367672,0.12034710628525586,true,0.020559649658842556,0.02298190244500051,0.06512463360738342
joint-cb84ae0ab47be6c0b097,M1,291302,single_only_addressable,0,-0.0660007618367672,0.1320015236735344,0.1287744686046912,true,0.022752382404864647,0.02695776218494928,0.07593989395176162
joint-bd7b1bc3eac5c32be6ce,M1,291302,single_only_addressable,0,-0.0660007618367672,-0.0660007618367672,0.10962348553045435,true,0.04560610356850982,0.03505485298097117,0.11016620389812178
joint-f42e2b2aa0bcf1904b2c,M1,291302,single_only_addressable,1,0.1320015236735344,0.0660007618367672,0.30374111561233885,true,0.047657953380751884,0.045592841199729464,0.21886271287761772
joint-0cc5980f554a68da719e,M1,291302,single_only_addressable,0,0.1320015236735344,0.1320015236735344,0.35923593066645376,true,0.07404825601475327,0.0570768930248172,0.2783015001120943
joint-c71196ce6b27a5f15741,M1,291302,single_only_addressable,1,-0.0660007618367672,-0.0660007618367672,0.04735429180501244,true,0.01409015512835435,0.011081894017737128,0.019581156770466516
joint-08a29e94c959b15daf6c,M1,291302,single_only_addressable,0,-0.1320015236735344,-0.0660007618367672,0.1381956519132128,true,0.05224220434713011,0.0365658290786043,0.0751662592830058
joint-009344968abd7434a0a8,M1,291302,single_only_addressable,1,0.1320015236735344,-0.1320015236735344,0.17203136729325275,true,0.02489702782972483,0.02367712911869656,0.05144067693879822
joint-0d9b039cb21daac03d2a,M1,291302,single_only_addressable,1,0.0660007618367672,0.0660007618367672,0.09895206707176667,true,0.0201034455337923,0.017409668949898427,0.04211227992867679
joint-96bbd61ef63ebf358d5e,M1,291302,single_only_addressable,0,-0.0660007618367672,0.0660007618367672,0.11082045471572355,true,0.017366553463524444,0.02120283445940095,0.0579865366272621
joint-71226efdc82c7b8eb4e1,M1,291302,single_only_addressable,1,0.1320015236735344,-0.1320015236735344,0.37427982783573976,true,0.06326131721108597,0.07183726959316238,0.2894799791271179
joint-2b6a5ce6c26b3991652e,M1,291302,single_only_addressable,0,0.0660007618367672,-0.1320015236735344,0.09322620282712055,true,0.015583328024119948,0.01786117314187749,0.0649318026658478
joint-c45a492c6ab0e2e5bfbe,M1,291302,single_only_addressable,1,0.1320015236735344,-0.0660007618367672,0.32938329069598343,true,0.05447263074282453,0.05931483473042005,0.2686762456392808
