model_id,unit_id,stratum,coefficient_max_abs_error,patch_max_abs_error,rollout_max_abs_error
development_model_1,joint_unit_0064,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0065,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0067,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0069,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0070,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0071,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0076,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0080,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0081,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0084,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0086,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0087,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0089,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0093,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0094,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0097,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0099,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0100,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0102,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0104,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0105,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0107,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0108,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0111,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0112,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0116,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0118,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0119,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
development_model_1,joint_unit_0122,S2_interaction_sensitive,3.552713678800501e-15,0.0,0.0
