family,seed,public_unit_id,E_full_oracle,E_request_oracle,E_base_oracle,coefficient_decomposition_residual,hidden_decomposition_residual
M1,291301,joint-0d9b039cb21daac03d2a,0.4908766553015,0.48906678668033493,1.8169238393295948,0.0,1.2795010384536454e-08
M1,291301,joint-96bbd61ef63ebf358d5e,0.18481159004743944,0.13131108626539567,1.4136189227476899,1.4901161193847656e-08,1.5739190395436253e-08
M1,291301,joint-71226efdc82c7b8eb4e1,1.747628080745686,1.672890538826232,1.7808768317613237,0.0,2.078435740182627e-08
M1,291301,joint-2b6a5ce6c26b3991652e,0.643441419234753,0.8565773071237105,1.861240887928723,0.0,2.7755575615628914e-17
M1,291301,joint-c45a492c6ab0e2e5bfbe,1.8467258794737489,1.7501631521543592,1.929658997657587,0.0,6.397505192268227e-09
M1,291301,joint-b2b2ebaf8b3253aafde3,0.9663972010169402,0.9129598033911416,1.8678647741812713,0.0,5.066355335259232e-09
M1,291301,joint-58d5f239e12552c3626e,0.655484112424395,0.6770669831178303,1.5138732284287704,0.0,1.5739190395436253e-08
M1,291301,joint-fc2b76f0772372bf8c3c,0.6132280163323063,0.5731117044553562,1.7198345140358875,0.0,5.151216284082771e-08
M1,291301,joint-fe2aefddb9b7745686ad,0.5561931396822833,0.4696922361389124,1.467099255843432,0.0,1.9216617630490873e-08
M1,291301,joint-8b6ff975d45da97a4933,0.3972532172455599,0.3193778979171821,1.7394550778813802,0.0,2.5290590510707034e-08
M1,291301,joint-175e17d0ef9573bac40e,0.353301558254329,0.437269745171029,1.7226659406455853,0.0,3.260508929514572e-08
M1,291301,joint-a3d06b9cb0966439eddd,0.35997371127199806,0.16916709311694658,1.2950520106496737,0.0,3.1987525961341134e-08
M1,291301,joint-04c90cd2b55e51d7395c,0.8941792444837688,0.7384810410688751,1.63533932798641,0.0,1.7992607403982674e-08
M1,291301,joint-03d19206c4766692b70a,0.19389133334173123,0.2176627255245935,1.5446833768628423,0.0,9.71742575295309e-09
M1,291301,joint-f3533a47857412ee6574,0.7404144617693104,0.7042916995049144,1.8115569306581185,1.4901161193847656e-08,7.781720157140626e-09
M1,291301,joint-19e423cc276169fd1073,0.5575339405325076,0.3248737776567851,1.224514657416859,0.0,4.478253634587759e-08
M1,291301,joint-ff96f3eeddc533681410,0.442296650402795,0.39293851034786415,1.5693447361629471,1.1920928955078125e-07,3.373179779941893e-08
M1,291301,joint-c4e21270ec4d0d7be262,0.6894670625328668,0.4729961525535422,1.037811762250369,0.0,1.6865898899709464e-08
M1,291301,joint-f3c2aa3445150de38445,0.6673365109255451,0.6459031048506285,1.8640657025755867,5.960464477539063e-08,4.573958994891214e-08
M1,291301,joint-9b1bd063fe31242ee1d4,0.4591022061964543,0.5501461779466463,1.7447000127675714,0.0,1.6865898899709464e-08
M1,291301,joint-dc07119105a4b0f17fef,0.8442726476713589,0.9593437520710715,1.7211219712235188,2.384185791015625e-07,8.10616853641477e-08
M1,291301,joint-e62d176dd1f3b78034aa,0.5166865904485358,0.49203413841612237,1.784992522671848,0.0,5.055377494400659e-08
M1,291301,joint-7fb044ff7f38057c2332,0.6749180454275118,0.653116930148983,1.8841576761958077,0.0,2.6318783152845526e-08
M1,291301,joint-86e6ae730070eee6983b,0.744019910994925,0.44327326002927925,1.5660940444770046,2.9802322387695312e-08,1.7290237699918443e-08
M1,291301,joint-9a206f19112cd83d8451,0.47249658241281806,0.3776247898414105,1.9247244257543028,0.0,1.4047543572814902e-08
M1,291301,joint-d9be6f5c2e8106f0264a,0.6023024653293342,0.4093427374823266,1.7806102755839637,5.960464477539063e-08,2.078435740182627e-08
M1,291301,joint-6f8a92fc80c9c4920afe,1.762433114487663,1.2395327856726035,1.8447961155740402,0.0,3.1987525961341134e-09
M1,291301,joint-2a31fc646bfd539046d7,0.46785981113530845,0.337610664763903,1.1173179737610064,1.1920928955078125e-07,3.458047537208131e-08
M1,291301,joint-e8ed568644109d3c68dd,0.5786488191947404,0.48512782684941835,1.8361074473728174,0.0,5.149317483521543e-08
M1,291301,joint-310c46903e1f1c1d5a60,0.2291436127065012,0.057735166692983696,1.3757593171936209,0.0,1.6865898899709464e-08
M1,291301,joint-1285f64b5ffdc41a435d,0.7319588028685391,0.9403291195739477,1.1370231955477255,0.0,4.221962768280463e-08
M1,291301,joint-70524fe1e7c2518c400a,0.47200170713872397,0.44698659883982195,1.7541852253890466,0.0,1.6536155444946132e-08
M1,291301,joint-41ae71c0e6c6d51506eb,0.7658124177481933,0.43285620300228894,1.4495448724096989,0.0,4.221962779382693e-08
M1,291301,joint-f2a415df92c5dbd9c22b,0.4842323732892045,0.4637257863149363,1.8083286401185275,0.0,6.334878510649844e-08
