model_id,stratum,unit_count,median_correction_norm,median_correction_to_total_coefficient_norm,max_feature_contribution_identity_error
development_model_1,S1_no_contact,256,0.2542121569375004,0.07414888007842385,3.219646771412954e-15
development_model_1,S2_interaction_sensitive,256,0.25421215693750043,0.07066807060571281,2.1649348980190553e-15
development_model_2,S1_no_contact,256,0.08427561532003408,0.038210601037684755,1.970645868709653e-15
development_model_2,S2_interaction_sensitive,256,0.08427561532003419,0.04049023607286946,1.5265566588595902e-15
development_model_3,S1_no_contact,256,0.09187496800789383,0.03278937500426124,2.7755575615628914e-15
development_model_3,S2_interaction_sensitive,256,0.09187496800789338,0.03325566936756379,2.7755575615628914e-15
